"id","levelId","levelName","paperName","question","optionA","optionB","optionC","optionD","answer","answerIndex","explanation","enabled"
"lesson10-第十課-秋之味-16","lesson10","第十課 秋之味","第十課 秋之味","「凡物皆有可觀。苟有可觀，皆有可樂，非必怪奇偉麗者也。餔糟啜醨，皆可以醉；果蔬草木，皆可以飽。推此類也，吾安往而不樂？」（蘇軾 超然臺記）根據上文，蘇軾所說的快樂為何？","饔飧不繼","人飢己飢","講究飲食","知足常樂","D","3","(A)三餐不繼。形容生活十分困頓(B)形容為政者應有仁愛、慈悲的胸懷，關懷人民疾苦。【題幹語譯】任何事物都有可觀賞的地方。如有可觀賞的地方，那麼都可使人有快樂，不必一定要是怪異、新奇、雄偉、瑰麗的景觀。吃酒糟、喝薄酒，都可以使人醉，水果蔬菜草木，都可以充飢。以此類推，我到哪兒會不快樂呢？","TRUE"
"lesson10-第十課-秋之味-17","lesson10","第十課 秋之味","第十課 秋之味","「遠上寒山石徑斜，白雲深處有人家。停車坐愛楓林晚，霜葉紅於二月花。」（杜牧 山行）這首詩所寫的內容為下列何者？","深秋山林景色","仲春田園風光","孟夏農家風情","初冬深山景致","A","0","杜牧山行寫寒山、石徑、白雲、楓林與霜葉，尤其「霜葉紅於二月花」明顯描寫深秋楓林景色，故選(A)。仲春、孟夏、初冬都與詩中的霜葉、楓林意象不符。","TRUE"
"lesson10-第十課-秋之味-18","lesson10","第十課 秋之味","第十課 秋之味","下列何者用嗅覺摹寫將靜物表現得活靈活現？","它們揮發一種青果之味，微酸微澀，清香而已。放著放著，酸澀隨著水分蒸發，突然有一天，轉為甜熟之味","心極靜極沉，像一只熟得恰好的紅柿，一串黃到巔峰的香蕉，水分飽脹的秋梨，滿樹棲止的黃葉","一年之中就數這個季節天時地利最適合享樂，奈何韶光短促，奈何手邊總有丟不掉的煩雜事","切白蘿蔔時忍不住邊切邊吃。很難拒絕蘿蔔那辛辣中的清甜誘惑，生吃尤顯滋味","A","0","(A)自嗅覺書寫文旦氣味，由清香轉為甜熟的變化，故選","TRUE"
"lesson10-第十課-秋之味-19","lesson10","第十課 秋之味","第十課 秋之味","「有些評論家說，中國的文人學士，尤其是詩人，都帶著很濃厚的頹廢色彩，所以中國的詩文裡，頌讚秋的文字特別的多。」根據上文，中國文人學士傾向於頌揚秋天的主要原因為何？","中國詩文中缺乏其他季節的描寫","秋天的特色易與文人學士的情感共鳴","文人學士擅於描繪秋天的頹廢色彩","秋天是中國文學中最被推崇的季節","B","1","由「詩人，都帶著很濃厚的頹廢色彩，所以……頌讚秋的文字特別的多」可知詩人亦將情感與秋天連結，故選(B)","TRUE"
"lesson10-第十課-秋之味-20","lesson10","第十課 秋之味","第十課 秋之味","「有時候，我們以為來過這城，卻不曾看見這些真實生活裡的片段場景，不知道吃進嘴巴裡的點心不是食物，是一段故事。不知道冬瓜塊熬煮出來的不是飲料，是一種堅持。不知道紅豆牛奶冰美味的不是甜蜜，是一種記憶。不知道豬肉乾醃製烘烤的不是香氣，是一段傳承。當這些都懂得後，你才發現真相的美麗。」以上這段文字的涵義為何？","富有想像力，可為平凡生活增添樂趣","拋開主觀的成見，方能有不同的體會","用心觀察體會，才能領略事物的旨趣","味覺的口感體驗，有助於使記憶加深","C","2","由「以為來過這城，卻不曾看見這些真實生活裡的片段場景」、「當這些都懂得後，你才發現真相的美麗」可知，是勉人應用心體會，深入了解，才能發現真相之美，故選(C)","TRUE"
"self3-自學選文三-演講-小卷-1","self3","自學選文三 演講","自學選文三 演講 小卷","「有一次我的演講開頭是『今天我要來講一個非常認真而嚴肅的話題，就是你們以後失業該怎麼辦？』聽眾聽到頓時就被吸引了，有了緊迫感和代入感。」根據這段話，下列何者最符合「代入感」的意思？","聽眾無法聽清楚演講重點","聽眾因演講者的幽默感到輕鬆愉快","聽眾因講者聲音洪亮而提升注意力","聽眾能立刻投入並有身臨其境感","D","3","「代入感」的意思為讀者、觀眾或玩家產生一種「自己代替了其中角色」的想法，而有了身臨其境之感，故選(D)","TRUE"
"self3-自學選文三-演講-小卷-2","self3","自學選文三 演講","自學選文三 演講 小卷","「挽救一個糟糕演講內容的唯一方法，就是保持熱情，這種情緒能遮掩大部分的缺陷。」關於這句話的解讀，下列何者正確？","演講內容瑣碎，只要態度謹慎即可","演講必須依賴事先準備的稿件","演講應完全依靠肢體語言取勝","演講技巧再高，也比不上情感投入","D","3","作者指出情感真誠能彌補不足，表達出「熱誠真情勝於技巧」，故選(D)","TRUE"
"self3-自學選文三-演講-小卷-3","self3","自學選文三 演講","自學選文三 演講 小卷","下列文句皆用「發人深省」造句，何者運用正確？","教授的演講內容發人深省，讓在場的聽眾受益良多","這篇旅遊散文文筆不佳，讀來十分發人深省","這場音樂會融合了許多燈光效果，令人發人深省","新品牌設計大膽，讓人覺得發人深省","A","0","應改為(B)索然無味(C)(D)耳目一新","TRUE"
"self3-自學選文三-演講-小卷-4","self3","自學選文三 演講","自學選文三 演講 小卷","下列文句，何者用字最精簡？","這本書非常精彩好看","他每天定時準時到公園運動","雨後的天空萬里無雲，令人心情舒暢","校園的比賽競賽，由學生會主辦","C","2","(A)「精彩」、「好看」擇一刪(B)「定時」、「準時」擇一刪(D)「比賽」、「競賽」擇一刪","TRUE"
"self3-自學選文三-演講-小卷-5","self3","自學選文三 演講","自學選文三 演講 小卷","「所有的技巧都代替不了內容和思想本身─你要表達的觀點永遠凌駕於所有的技巧之上。」有關這句話的解讀，下列何者正確？","只要內容正確，技巧完全不重要","技巧能夠提升效果，但核心仍是思想","思想難以掌握，所以應先練習技巧","技巧是唯一能吸引聽眾的方式","B","1","題幹引文明確說「觀點凌駕技巧」，代表技巧雖重要，但不是根本，思想與內容才是核心，故選(B)","TRUE"
"self3-自學選文三-演講-小卷-6","self3","自學選文三 演講","自學選文三 演講 小卷","「成功的演講，只有百分之七的內容是語言傳遞的，百分之三十八是靠語調、語速等聲音附加的特質傳遞，百分之五十五是靠肢體語言的視覺傳遞」關於這段話的推論，下列何者正確？","演講完全取決於內容是否新穎","演講須兼顧聲音、動作與表情","演講應盡量避免肢體語言干擾","演講主要依靠聲音宏亮來取勝","B","1","題幹指出成功演講不只靠語言內容，還包含語調、語速、肢體語言等表現方式，所以演講要兼顧聲音、動作與表情，故選(B)。","TRUE"
"self3-自學選文三-演講-小卷-7","self3","自學選文三 演講","自學選文三 演講 小卷","下列何者不是作者認為演講中停頓的效果？","是演講大忌要極力避免","講者可以思考想陳述內容","藉由停頓表達重要的觀點","可以讓講者緩解緊張情緒","A","0","(A)作者認為停頓不是問題，整場演講不必讓自己的聲音填滿每一秒鐘","TRUE"
"self3-自學選文三-演講-小卷-8","self3","自學選文三 演講","自學選文三 演講 小卷","「有一次我的演講開頭是『今天我要來講一個非常認真而嚴肅的話題，就是你們以後失業該怎麼辦？』聽眾聽到頓時就被吸引了，有了緊迫感和代入感。」這個例子要凸顯的道理應為下列何者？","演講要以搞笑段子吸引觀眾","演講時要非常嚴肅，才能避免失敗","演講開場若設計巧妙，能抓住觀眾注意力","演講的開頭無關緊要，結尾才是重點","C","2","題幹說明好的開頭能帶來緊迫感與代入感，故選(C)","TRUE"
"self3-自學選文三-演講-小卷-9","self3","自學選文三 演講","自學選文三 演講 小卷","「如果看觀眾的眼睛會令你緊張，那就看觀眾的頭頂—觀眾不會發現的。」請問下列何者最符合本句文意？","演講時可用技巧，降低緊張感","緊張時目光不可以接觸觀眾","演講需要忽略觀眾的存在","緊張時要立即停止演講","A","0","題幹針對與觀眾視線接觸會緊張的狀況，提供「看頭頂」的替代方式，故選(A)","TRUE"
"self3-自學選文三-演講-小卷-10","self3","自學選文三 演講","自學選文三 演講 小卷","關於舌尖上的故事：演講的寫作手法，下列敘述何者正確？","作者大量鋪排詞藻，以文學風格為特色","行文全以理論陳述，缺乏具體例證","文章結合數據說明與案例舉例，使說理更具說服力","全文以抒情描寫為主，較少出現實際建議","C","2","(A)語言質樸，並無華麗詞藻(B)文中有大量例子，非純理論(D)文章偏重「技巧與方法」，非抒情","TRUE"
"self3-自學選文三-演講-1","self3","自學選文三 演講","自學選文三 演講","下列選項「 」中國字的讀音，何者前後相同？","錙銖較「量」／車載斗「量」","「興」師問罪／「興」高采烈","天「乾」物燥／扭轉「乾」坤","司「空」見慣／十室九「空」","D","3","「司空見慣」與「十室九空」的「空」都讀ㄎㄨㄥ，讀音相同，故選(D)。(A)「較量」讀ㄌㄧㄤˋ，「車載斗量」讀ㄌㄧㄤˊ；(B)「興師問罪」讀ㄒㄧㄥ，「興高采烈」讀ㄒㄧㄥˋ；(C)「天乾物燥」讀ㄍㄢ，「扭轉乾坤」讀ㄑㄧㄢˊ。","TRUE"
"self3-自學選文三-演講-2","self3","自學選文三 演講","自學選文三 演講","下列選項「 」中讀音寫成國字後，何者前後相同？","訓「ㄌ一ㄢˋ」有素／老成「ㄌ一ㄢˋ」達","肝「ㄋㄠˇ」塗地／「ㄋㄠˇ」羞成怒","分崩離「ㄒㄧ」／清「ㄒㄧ」可見","錯綜「ㄈㄨˋ」雜／萬劫不「ㄈㄨˋ」","A","0","(A)練(B)腦／惱(C)析／晰(D)複／復）（3.(A)準備／盡、皆，完全的意思(B)緊靠、相鄰(C)立刻、突然／以頭或腳碰觸地面(D)存在／交往、對待）（3.(A)準備／盡、皆，完全的意思(B)緊靠、相鄰(C)立刻、突然／以頭或腳碰觸地面(D)存在／交往、對待）（1.(A)ㄌㄧㄤˋ／ㄌㄧㄤˊ(B)ㄒㄧㄥ／ㄒㄧㄥˋ(C)ㄍㄢ／ㄑ一ㄢˊ(D)ㄎㄨㄥ）（1.(A)ㄌㄧㄤˋ／ㄌㄧㄤˊ(B)ㄒㄧㄥ／ㄒㄧㄥˋ(C)ㄍㄢ／ㄑ一ㄢˊ(D)ㄎㄨㄥ","TRUE"
"self3-自學選文三-演講-3","self3","自學選文三 演講","自學選文三 演講","下列選項「 」中國字的字義，何者前後相同？","有「備」無患／「備」嘗艱辛","「比」肩而行／「比」鄰而居","茅塞「頓」開／捶胸「頓」足","「處」變不驚／和平共「處」","B","1","(A)準備／盡、皆，完全的意思；(B)皆為緊靠、相鄰；(C)立刻、突然／以頭或腳碰觸地面；(D)存在／交往、對待，故選(B)。","TRUE"
"self3-自學選文三-演講-4","self3","自學選文三 演講","自學選文三 演講","下列選項中成語的前後關係，何者與其他三者不同？","瞠目結舌／呆若木雞","異口同聲／莫衷一是","期期艾艾／侃侃而談","信口開河／言之鑿鑿","A","0","文章提醒科技力量龐大，但也可能帶來安全、隱私與社交等隱憂，主旨是人類應謹慎、明智地發展和使用科技，因此選(A)。","TRUE"
"self3-自學選文三-演講-5","self3","自學選文三 演講","自學選文三 演講","下列選項「 」中成語，何者運用最恰當？","他們日夜苦練球技，奪冠的企圖心「不言而喻」","戰亂時，軍隊們在「夾槍帶棒」中，勇敢前進","桌上擺滿了「三緘其口」的佳肴，令人垂涎欲滴","經理針對員工表現一番讚美，讓大家「天花亂墜」","A","0","(A)「不言而喻」指不用說明就能明白，用來形容日夜苦練所展現的奪冠企圖心最恰當。(B)「夾槍帶棒」指言語中暗藏諷刺，(C)「三緘其口」形容說話謹慎或不說話，(D)「天花亂墜」多指說話浮誇不切實際，皆不合語境。","TRUE"
"self3-自學選文三-演講-6","self3","自學選文三 演講","自學選文三 演講","「成功的演講，只有百分之七的內容是語言傳遞的，百分之三十八是靠語調、語速等聲音附加的特質傳遞，百分之五十五是靠肢體語言的視覺傳遞，比如動作、眼神交流等」關於這段文字的解讀，下列何者較不恰當？","一場好的演講成功因素半數來自精準的肢體表達","一場失敗的演講主要原因來自不恰當的肢體語言","一場成功的演講，肢體語言的比重占比勝過語言","一場演講會失敗的可能原因較有可能是肢體不佳","B","1","(B)不能直接歸結主因為肢體語言","TRUE"
"self3-自學選文三-演講-7","self3","自學選文三 演講","自學選文三 演講","下列何者使用了與「只要有信心，只要經過反覆的練習，人人都可以成為優秀的演說家」一句相同的修辭？","朱門酒肉臭，路有凍死骨","蟬噪林逾靜，鳥鳴山更幽","勸君莫惜金縷衣，勸君惜取少年時","桃花潭水深千尺，不及汪倫送我情","C","2","題幹與(C)類疊。(A)(B)(D)映襯","TRUE"
"self3-自學選文三-演講-8","self3","自學選文三 演講","自學選文三 演講","下列選項所使用的修辭，何者與其他三者不同？","不在乎天長地久，只在乎曾經擁有","剃頭店裡有之，裁縫店裡有之，江北船上有之","只因為這是生命中最沉重也是最甜蜜的負荷","創業的人都會自然而然的想到上天；而敗家的人卻無時不想到自己","B","1","(A)(C)(D)映襯(B)排比）（10.(A)說嘴郎中無好藥：比喻喜歡誇口吹噓的人並沒有真本領。宜用「狗嘴裡吐不出象牙」(B)狗嘴裡吐不出象牙：比喻人說話不中聽，說不出好話。宜用「說嘴郎中無好藥」(C)良藥苦口，忠言逆耳：能治病的藥多苦口難嚥，有益於人的諫言多令人不悅。宜用「桃李不言，下自成蹊」，比喻為人真誠篤實，自然能感召人心(D)欲加之罪，何患無辭：指存心誣陷他人，總是可以找到藉口）（10.(A)說嘴郎中無好藥：比喻喜歡誇口吹噓的人並沒有真本領。宜用「狗嘴裡吐不出象牙」(B)狗嘴裡吐不出象牙：比喻人說話不中聽，說不出好話。宜用「說嘴郎中無好藥」(C)良藥苦口，忠言逆耳：能治病的藥多苦口難嚥，有益於人的諫言多令人不悅。宜用「桃李不言，下自成蹊」，比喻為人真誠篤實，自然能感召人心(D)欲加之罪，何患無辭：指存心誣陷他人，總是可以找到藉口","TRUE"
"self3-自學選文三-演講-9","self3","自學選文三 演講","自學選文三 演講","下列何者用字遣詞最恰當？","雖然緊張而發抖，可以試著攥緊拳頭，或扶著講臺","要注意的是，演講效果不在於聲音，而在於真誠","AI取代重複性工作後，人類難道有時間可享受人文藝術的美好","讓觀眾不僅沒有因為人工智能時代的到來而感到恐慌，然而有了期待和想像","B","1","(A)「雖然」宜改成「如果」；(C)「難道」宜改成「終於」；(D)「然而」宜改成「反而」。只有(B)用字遣詞最恰當。","TRUE"
"self3-自學選文三-演講-10","self3","自學選文三 演講","自學選文三 演講","下列選項與「說話」相關的諺語，何者運用最恰當？","他每次開口都是批評，真是「說嘴郎中無好藥」","他不過是「狗嘴裡吐不出象牙」，光說不練，你可千萬別相信他","這間公司工作環境良好，福利優渥，自然吸引人才，充分展現「良藥苦口，忠言逆耳」的風範","他明明沒有錯，但上司為了辭退他，硬是找了一堆罪名，真是「欲加之罪，何患無辭」啊！","D","3","「欲加之罪，何患無辭」意思是想加罪於人，就不愁找不到藉口。選項(D)中上司為辭退員工而硬找罪名，最符合這句諺語的用法。","TRUE"
"self3-自學選文三-演講-11","self3","自學選文三 演講","自學選文三 演講","討論會中，同學們各自分享自己的演說經驗。請問下列何人陳述的演說技巧較值得參考？","大雄：演講到一半若忘詞就直接結束，為自己的表現向觀眾道歉","靜香：演講時滔滔不絕，盡量不停頓，使觀眾感覺自己準備充分","胖虎：演講結尾盡量勿用警句，以免淪為說教，造成反效果","小夫：平時透過錄影方式記錄練習演講的過程，試著自我檢視","D","3","(A)演講一半若忘詞，可直接跳到下面的題目繼續闡述，無須對自己的表現道歉，否則反而會失去自信(B)勿使自己的聲音填滿所有時間，利用停頓能更清晰表達演講重點(C)演講結尾適當使用警句，能發人深省，掀起小高潮","TRUE"
"self3-自學選文三-演講-12","self3","自學選文三 演講","自學選文三 演講","「今天很殘酷，明天更殘酷，後天很美好，但是絕大多數人死在明天晚上，看不到後天的太陽。」這句話主要在強調哪個哲理？","一寸光陰一寸金","萬丈高樓平地起","行百里者半九十","失敗為成功之母","C","2","(C)比喻事情愈接近成功愈困難，勉勵人應再接再厲，以期善始善終。與題幹語意最相似，故選。(A)強調時間寶貴(B)比喻萬事萬物都是從基礎做起，由小到大，由低到高，逐漸發展而成(D)失敗的教訓是成功的基礎","TRUE"
"self3-自學選文三-演講-13","self3","自學選文三 演講","自學選文三 演講","芊芊在演說中提到：「如果肯下苦功，即使資質不如別人，也能累積實力，出類拔萃！」請問此句話的語氣與下列何者相同？","區區小事，何足掛齒","丞相玄機，神鬼莫測","應是母慈重，使爾悲不任","行之苟有恆，久久自芬芳","D","3","題幹與(D)假設。(A)反詰(B)讚美(C)推測","TRUE"
"self3-自學選文三-演講-14","self3","自學選文三 演講","自學選文三 演講","「非語言表達方式是指人的儀表、舉止、語氣、聲調和表情等等」根據這句話，下列哪種情境運用「非語言表達方式」？","妹妹在臺上專注念稿，內容完整","姊姊上臺面帶微笑，氣質非凡","哥哥反覆修改講稿，務求精確","弟弟努力背誦講稿，臺上一字不落","B","1","面帶微笑屬於非語言表達方式，故選(B)","TRUE"
"self3-自學選文三-演講-15","self3","自學選文三 演講","自學選文三 演講","「一個乾淨俐落的開場白至關重要。首先介紹自己是誰，接著說自己的目的是什麼。千萬不要小看這個開頭，很多人演講了半天，你都不知道他演講的目的，也許他講段子很搞笑，會抖各種包袱，但是我敢保證，演講完，你不會記得他的重點是什麼。」這段話強調「好的演講開場白」最重要的是什麼？","幽默感十足","聚焦講題主旨","讓聽眾信服講者","讓聽眾印象深刻","B","1","從「首先介紹自己是誰，接著說自己的目的是什麼」可知開場白的重點在於講述主旨，故選(B)","TRUE"
"self3-自學選文三-演講-16","self3","自學選文三 演講","自學選文三 演講","「有一次我的演講開頭是『今天我要來講一個非常認真而嚴肅的話題，就是你們以後失業該怎麼辦？』聽眾聽到頓時就被吸引了，有了緊迫感和代入感。這比『我覺得人生是各種體驗，我今天的目的是來跟大家分享我的人生體驗』這種訴說方式，更能抓住觀眾的注意力和好奇心，觀眾想不認真聽你說話都不行」根據這段文字，前者訴說方式優於後者的主因為何？","更能表現講者誠意","增強講者的權威性","與聽眾有密切關係","與聽眾建立信任感","C","2","從「聽眾聽到頓時就被吸引了，有了緊迫感和代入感」可知選(C)","TRUE"
"self3-自學選文三-演講-17","self3","自學選文三 演講","自學選文三 演講","「演講是一門藝術，也是一項重要的溝通技巧。好的演講可以激勵人心，傳遞知識，甚至改變觀點。」這段文字強調了演講哪項特質的重要性？","獨創性","影響力","穩定性","多元化","B","1","從「甚至改變觀點」可知選(B)","TRUE"
"self3-自學選文三-演講-18","self3","自學選文三 演講","自學選文三 演講","「演講的成功與否，取決於多方面的因素，包括演講內容、表達技巧、肢體語言以及與聽眾的互動。」一句的解讀，下列何者最恰當？","與聽眾的互動是演講能成功的最關鍵要素","能掌握上述因素之其中一項，演講則能成功","一場演講中，表達技巧比演講內容更重要","肢體語言是演講成功與否的條件之一","D","3","(A)(B)(C)題幹並未將各個因素做排序，而是強調每一個都缺一不可","TRUE"
"self3-自學選文三-演講-19","self3","自學選文三 演講","自學選文三 演講","「講者需要事先規畫好演講的架構，並收集相關的資料，確保準確性和可信度。」一句強調演講包含的哪個重要要素？","內容","規模","口頭表達","肢體動作","A","0","從「收集相關的資料，確保準確性和可信度。」可知選(A)","TRUE"
"self3-自學選文三-演講-20","self3","自學選文三 演講","自學選文三 演講","某研究所作業內容要求為：閱讀某本書籍後，將書籍內容大要製作成投影片並上臺報告閱讀心得，根據上圖內容，這份作業屬於哪種演講類型？","讀稿演講","提綱演講","背誦演講","即興演講","B","1","將大要製作成投影片；即屬於靠幾個重點小抄來演講，故選(B)","TRUE"
"review-總複習1-1","review","總複習","總複習1","下列選項中讀音寫成國字後，何者前後相同？","河清海「一ㄢˋ」／準時赴「一ㄢˋ」","連篇累「ㄉㄨˊ」／窮兵「ㄉㄨˊ」武","「ㄅㄛˊ」取同情／「ㄅㄛˊ」學多聞","瓦釜「ㄌㄟˊ」鳴／大吹大「ㄌㄟˊ」","C","2","(A)晏／宴(B)牘／黷(C)博(D)雷／擂","TRUE"
"review-總複習1-2","review","總複習","總複習1","下列「 」中國字的讀音，何者前後相同？","滿山「遍」野／「遍」體鱗傷","陳腔濫「調」／風「調」雨順","「翹」起尾巴／箇中「翹」楚","予取「予」求／不「予」置評","A","0","(A)ㄅㄧㄢˋ(B)ㄉㄧㄠˋ／ㄊㄧㄠˊ(C)ㄑ一ㄠˋ／ㄑ一ㄠˊ(D)ㄩˊ／ㄩˇ","TRUE"
"review-總複習1-3","review","總複習","總複習1","下列選項中國字的字義，何者前後相同？","摩「頂」放踵／「頂」天立地","尸位「素」餐／「素」不相識","孤陋寡「聞」／博學多「聞」","怨天「尤」人／天生「尤」物","C","2","(A)頭的最上部／以頭承戴(B)空的、平白的／一向的(C)知識 (D)責怪／特殊的","TRUE"
"review-總複習1-4","review","總複習","總複習1","下列選項中成語的前後關係，何者與其他三者不同？","鳥盡弓藏／一飯千金","一石二鳥／一箭雙鵰","驚弓之鳥／吳牛喘月","籠鳥檻猿／池魚籠鳥","A","0","(A)相反(B)(C)(D)相似","TRUE"
"review-總複習1-5","review","總複習","總複習1","下列「 」中成語，何者應用得最恰當？","自從丈夫出海後，妻子便「秋扇見捐」地等他回來","只怕色衰愛弛，「望穿秋水」，郎君早有新人在側","這家公司領先業界的技術讓其他公司「平分秋色」","雖只是小事，卻能「一葉知秋」，反映出許多問題 四、選擇題","D","3","(A)秋扇見捐：比喻女子不再年輕貌美而遭受冷落。宜用「望穿秋水」(B)望穿秋水：表示極度的企盼。宜用「秋扇見捐」(C)平分秋色：形容二者一樣出色，分不出高下。宜用「望塵莫及」）（18.【語譯】吃粗劣的食物，飲自然的泉水，把手臂彎起來當枕頭，快樂就在其中！以不義手段獲得的財富與權勢，對我來說就像是天上的浮雲一樣","TRUE"
"review-總複習1-6","review","總複習","總複習1","下列文句，何者語氣與「何陋之有」一句最相近？","大雨過後，天空難道不會出現彩虹嗎","聰明的你告訴我，為什麼時間不復返","究竟是誰惹怒了甲方，最好趕快自首","他今天竟沒出現，難不成已經辭職了","A","0","(A)與題幹皆是反詰語氣(B)(C)疑問語氣(D)推測語氣","TRUE"
"review-總複習1-7","review","總複習","總複習1","在語文中，把一個詞彙原來的詞性靈活地轉變為其他詞性的修辭，就稱為「轉品」。如「銀亮的頭髮」一詞中的「銀」字，是由名詞轉品為副詞，下列引號中詞語，何者也屬於由名詞轉品為副詞的用法？","高樓「林」立","「雪」花片片","無所「事」事","「雪」恥復國","A","0","(B)名詞轉形容詞(C)(D)名詞轉動詞","TRUE"
"review-總複習1-8","review","總複習","總複習1","下列何者使用了與「好銳利的喜悅刺上我的心頭」一句相同的修辭？","這是壞習慣戰勝我們的好機會","雪花片片飄落，猶如柳絮飛舞","夜空就如深黑色的綢緞，鑲著閃亮寶石","燕子宛如紳士，身著講究的墨色燕尾服","A","0","(A)與題幹皆使用了轉化修辭(B)(C)(D)譬喻","TRUE"
"review-總複習1-9","review","總複習","總複習1","下列引號中詞語所借代的對象說明，何者正確？","棄「黔首」以資敵國→君王","何以解憂？唯有「杜康」→知己","私家收拾，半付「祝融」→監獄","臣本「布衣」，躬耕於南陽→平民","D","3","(A)百姓(B)酒(C)火災","TRUE"
"review-總複習1-10","review","總複習","總複習1","下列哪一句最能應證深藍電腦已與人類幾乎沒有差別？","我竟不自覺地對機器點頭","深藍電腦再度發揮難以置信的棋藝","就像深藍電腦已化身為人形的傢伙在揶揄我","深藍一如他的名字，全身穿著藍色系列的衣服","A","0","(A)從棋王不自覺向深藍電腦點頭表示棋王已在不知不覺中把對方當成人","TRUE"
"review-總複習1-11","review","總複習","總複習1","下列哪一句是深藍的憂鬱的結局，同時也是本文最大的反轉？","電腦即將接管世界了！","這回，深藍簡直不堪一擊","成功了！成功了！機器有了情感！","在我的腦部植入超級計算能力的電腦晶片","C","2","文中原本以為王文燦是為了幫助棋王贏電腦，最後從「成功了！成功了！機器有 了情感！」才揭示王文燦等人在乎的是電腦能否產生人類情感，而根本不在乎棋 賽輸贏","TRUE"
"review-總複習1-12","review","總複習","總複習1","「山不在高，有仙則名；水不在深，有龍則靈」一句的解讀，下列何者最恰當？","以「山、水」比喻朋友","以「仙、龍」暗指自己","以「高」、「深」暗喻陋室之「陋」","說明有才德的人不住在華美的屋子裡","B","1","(A)比喻居室(C)高、深指居室華美，不在高與不在深才指出陋室之陋(D)有才德的人不需要住在華美的屋子 裡一樣可以名聲大噪，但並不等同有才德的人都不會住在華美的屋子裡","TRUE"
"review-總複習1-13","review","總複習","總複習1","劉禹錫在陋室銘中寫下「談笑有鴻儒，往來無白丁」，下列哪句話最能呼應其涵義？","財富不是朋友，而朋友卻是財富","真正的朋友，在你獲得成功的時候，為你高興","朋友加的傷痕，出於真誠；仇敵即使連連親嘴，卻是多餘","如果你想知道某人是什麼樣的人，看他都交什麼樣的朋友就知道","D","3","(D)與題幹皆強調從結交的朋友類型就可得知主人的特質","TRUE"
"review-總複習1-14","review","總複習","總複習1","下列哪一句最可以用來呼應「我感覺興味的不是那人的悠閒，卻是那鳥的苦悶。」一句的心境？","一聲急似一聲，竟是淒絕的哀樂","世界上的生物，沒有比鳥更俊俏的","等到旭日高升，市聲鼎沸，鳥就沉默了，不知到哪裡去了","再令人觸目的就是那些偶然一見的囚在籠裡的小鳥兒了，但是我不忍看","D","3","(D)與題幹皆流露對籠中鳥的同情","TRUE"
"review-總複習1-15","review","總複習","總複習1","「等到旭日高升，市聲鼎沸，鳥就沉默了，不知到哪裡去了」、「在白晝，聽不到鳥鳴，但是看得見鳥的形體」結合這兩句可推知「鳥就沉默了」的主因為何？","人聲過於嘈雜，掩蓋了鳥聲","人類不友善，鳥類只能躲藏","多數的鳥類都是夜行性動物","只在夜間啼叫是鳥類的習性","A","0","從「看得見鳥的形體」可知鳥並未躲藏，從「市聲鼎沸」可推知應是鳥聲被人聲所掩蓋而聽不見了","TRUE"
"review-總複習1-16","review","總複習","總複習1","秋之味一文中，作者稱自己「年年這樣，在飄浮狀態中緩緩滑入冬季」，「飄浮狀態」是指怎樣的心境？","恍惚閒散","沉穩成熟","飄飄欲仙","空虛寂寞","A","0","(A)由「時序入秋，我便開始恍惚。年年這樣，在飄浮狀態中緩緩滑入冬季，緩緩被寒流喚醒。秋收冬藏 ，秋天於我往往卻是一事無成的閒散季節」可知","TRUE"
"review-總複習1-17","review","總複習","總複習1","「全人工智能的發展可能 。它會以不斷增加的速度重新設計自己。受限於緩慢的生物進化的人類無法競爭，並且會被取代。」根據文意脈絡，文中缺空處最適宜填入下列何者？","為人類帶來了便捷","預示著人類的終結","將為環境帶來浩劫","說明了人類的貪婪","B","1","從「人類無法競爭，並且會被取代」可知","TRUE"
"review-總複習1-18","review","總複習","總複習1","「飯疏食、飲水，曲肱而枕之，樂亦在其中矣！不義而富且貴，於我如浮雲。」所闡述的價值觀與下列何者最相近？","吃人一口，還人一斗","蓬生麻中，不扶自直","君子愛財，取之有道","失之東隅，收之桑榆","C","2","從「不義而富且貴」可知不正當手段取得財富是不被君子 認同，故與(C)最相近。【語譯】見一、注音與國字右側","TRUE"
"review-總複習1-19","review","總複習","總複習1","李安用三道中菜形容他的三部電影：「第一部推手比較像廣東菜，清蒸鱸魚。味道還不太曉得，就原汁原味的……。第二部喜宴好像是四川菜，豆瓣魚。味道比較重一點，很容易入口。第三部飲食男女，我覺得比較像江浙的菜，像紅燒鯽魚。燉的時間比較久一點，烹調的方式、回味的滋味也比較講究一點。」根據以上內容，下列解讀何者最恰當？","喜宴與飲食男女兩部電影的成本相同","紅燒鯽魚的味道受重口味饕客的喜愛","李安自認直到第三部，才開始有能力多加講究","李安用清蒸鱸魚形容推手，並評價為「可口」","C","2","(A)無法明確得知，且從第三部的講究程度可推知應該是第三部成本較高(B)只知紅燒鯽魚的口味較講究，無法明確得知口味輕重(D)評價為原汁原味","TRUE"
